Test,Function,Failed,Passed,Occurrence_Count,Failure_Count,Success_Count,Tarantula_Score,SBI_Score,Jaccard_Score,Ochiai_Score,Average_Score
testReplaceDataset,org/jfree/chart/plot/CategoryPlot:setShadowGenerator:(Lorg/jfree/chart/util/ShadowGenerator;)V,False,True,53,3.0,50.0,0.8069963811821472,0.05660377358490566,0.036585365853658534,0.07284643967679481,0.24325799007437657
testSerialization,org/jfree/chart/plot/Plot:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,33,2.0,31.0,0.818048422597212,0.06060606060606061,0.031746031746031744,0.06154574548966636,0.24298656510974267
testReplaceDataset,org/jfree/chart/renderer/category/AbstractCategoryItemRenderer:setBaseItemURLGenerator:(Lorg/jfree/chart/urls/CategoryURLGenerator;)V,False,True,33,2.0,31.0,0.818048422597212,0.06060606060606061,0.031746031746031744,0.06154574548966636,0.24298656510974267
testReplaceDataset,org/jfree/chart/renderer/category/BarRenderer:setBarPainter:(Lorg/jfree/chart/renderer/category/BarPainter;)V,False,True,33,2.0,31.0,0.818048422597212,0.06060606060606061,0.031746031746031744,0.06154574548966636,0.24298656510974267
testSerialization,org/jfree/chart/plot/Plot:readObject:(Ljava/io/ObjectInputStream;)V,False,True,33,2.0,31.0,0.818048422597212,0.06060606060606061,0.031746031746031744,0.06154574548966636,0.24298656510974267
testFindDomainBounds,org/jfree/chart/JFreeChart:getTitle:()Lorg/jfree/chart/title/TextTitle;,False,True,122,6.0,116.0,0.7828223730400187,0.04918032786885246,0.04054054054054054,0.09602765994967198,0.2421427253497709
testFindDomainBounds,org/jfree/chart/StandardChartTheme:getDrawingSupplier:()Lorg/jfree/chart/plot/DrawingSupplier;,False,True,122,6.0,116.0,0.7828223730400187,0.04918032786885246,0.04054054054054054,0.09602765994967198,0.2421427253497709
testFindDomainBounds,org/jfree/chart/JFreeChart:titleChanged:(Lorg/jfree/chart/event/TitleChangeEvent;)V,False,True,122,6.0,116.0,0.7828223730400187,0.04918032786885246,0.04054054054054054,0.09602765994967198,0.2421427253497709
testFindDomainBounds,org/jfree/chart/StandardChartTheme:apply:(Lorg/jfree/chart/JFreeChart;)V,False,True,122,6.0,116.0,0.7828223730400187,0.04918032786885246,0.04054054054054054,0.09602765994967198,0.2421427253497709
testFindDomainBounds,org/jfree/chart/plot/Plot:getBackgroundPaint:()Ljava/awt/Paint;,False,True,122,6.0,116.0,0.7828223730400187,0.04918032786885246,0.04054054054054054,0.09602765994967198,0.2421427253497709
testFindDomainBounds,org/jfree/chart/StandardChartTheme:applyToPlot:(Lorg/jfree/chart/plot/Plot;)V,False,True,122,6.0,116.0,0.7828223730400187,0.04918032786885246,0.04054054054054054,0.09602765994967198,0.2421427253497709
testFindDomainBounds,org/jfree/chart/plot/XYPlot:setDomainGridlinePaint:(Ljava/awt/Paint;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testReplaceDataset,org/jfree/chart/plot/CategoryPlot:setRangeZeroBaselinePaint:(Ljava/awt/Paint;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:setRangeCrosshairPaint:(Ljava/awt/Paint;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:setShadowGenerator:(Lorg/jfree/chart/util/ShadowGenerator;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:getAnnotations:()Ljava/util/List;,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:setRangeGridlinePaint:(Ljava/awt/Paint;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:setAxisOffset:(Lorg/jfree/ui/RectangleInsets;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:setRangeZeroBaselinePaint:(Ljava/awt/Paint;)V,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testFindDomainBounds,org/jfree/chart/plot/XYPlot:getRendererCount:()I,False,True,54,3.0,51.0,0.8038932948810382,0.05555555555555555,0.03614457831325301,0.07216878364870322,0.24194055309963752
testSerialization,org/jfree/data/time/TimePeriodAnchor:equals:(Ljava/lang/Object;)Z,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testEquals,org/jfree/chart/renderer/LookupPaintScale:<init>:()V,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testCloning,org/jfree/chart/annotations/TextAnnotation:<init>:(Ljava/lang/String;)V,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testCloning,org/jfree/chart/annotations/CategoryTextAnnotation:<init>:(Ljava/lang/String;Ljava/lang/Comparable;D)V,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testGetLastMillisecondWithCalendar,org/jfree/data/time/Hour:<init>:(IIII)V,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testSerialization,org/jfree/chart/block/ColumnArrangement:equals:(Ljava/lang/Object;)Z,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testHashCode,org/jfree/chart/HashUtilities:hashCode:(ILjava/lang/String;)I,False,True,15,1.0,14.0,0.8327109783420462,0.06666666666666667,0.021739130434782608,0.04564354645876384,0.24169008047556484
testReplaceDataset,org/jfree/chart/title/LegendTitle:getWrapper:()Lorg/jfree/chart/block/BlockContainer;,False,True,99,5.0,94.0,0.7875406130809437,0.050505050505050504,0.03968253968253968,0.08883363181483768,0.2416404587708429
testReplaceDataset,org/jfree/chart/title/LegendTitle:setItemPaint:(Ljava/awt/Paint;)V,False,True,99,5.0,94.0,0.7875406130809437,0.050505050505050504,0.03968253968253968,0.08883363181483768,0.2416404587708429
testReplaceDataset,org/jfree/chart/title/LegendTitle:getBackgroundPaint:()Ljava/awt/Paint;,False,True,99,5.0,94.0,0.7875406130809437,0.050505050505050504,0.03968253968253968,0.08883363181483768,0.2416404587708429
testReplaceDataset,org/jfree/chart/StandardChartTheme:applyToTitle:(Lorg/jfree/chart/title/Title;)V,False,True,99,5.0,94.0,0.7875406130809437,0.050505050505050504,0.03968253968253968,0.08883363181483768,0.2416404587708429
testReplaceDataset,org/jfree/chart/JFreeChart:getSubtitle:(I)Lorg/jfree/chart/title/Title;,False,True,99,5.0,94.0,0.7875406130809437,0.050505050505050504,0.03968253968253968,0.08883363181483768,0.2416404587708429
testFindDomainBounds,org/jfree/chart/plot/Plot:setBackgroundPaint:(Ljava/awt/Paint;)V,False,True,123,6.0,117.0,0.7813594954449895,0.04878048780487805,0.040268456375838924,0.09563650695950074,0.24151123664630184
testFindDomainBounds,org/jfree/chart/plot/Plot:setDrawingSupplier:(Lorg/jfree/chart/plot/DrawingSupplier;)V,False,True,123,6.0,117.0,0.7813594954449895,0.04878048780487805,0.040268456375838924,0.09563650695950074,0.24151123664630184
testFindDomainBounds,org/jfree/chart/plot/Plot:setOutlinePaint:(Ljava/awt/Paint;)V,False,True,123,6.0,117.0,0.7813594954449895,0.04878048780487805,0.040268456375838924,0.09563650695950074,0.24151123664630184
testReplaceDataset,org/jfree/chart/labels/StandardXYToolTipGenerator:<init>:()V,False,True,34,2.0,32.0,0.8132749817651349,0.058823529411764705,0.03125,0.06063390625908324,0.24099560435899572
testFindDomainBounds,org/jfree/chart/JFreeChart:getSubtitleCount:()I,False,True,124,6.0,118.0,0.7799020750757752,0.04838709677419355,0.04,0.09525009525014287,0.2408848167750279
testFindDomainBounds,org/jfree/chart/title/TextTitle:setFont:(Ljava/awt/Font;)V,False,True,124,6.0,118.0,0.7799020750757752,0.04838709677419355,0.04,0.09525009525014287,0.2408848167750279
testFindDomainBounds,org/jfree/chart/title/TextTitle:setPaint:(Ljava/awt/Paint;)V,False,True,124,6.0,118.0,0.7799020750757752,0.04838709677419355,0.04,0.09525009525014287,0.2408848167750279
testFindDomainBounds,org/jfree/chart/JFreeChart:getPlot:()Lorg/jfree/chart/plot/Plot;,False,True,124,6.0,118.0,0.7799020750757752,0.04838709677419355,0.04,0.09525009525014287,0.2408848167750279
testReplaceDataset,org/jfree/chart/title/LegendTitle:setItemFont:(Ljava/awt/Font;)V,False,True,100,5.0,95.0,0.7857646229739252,0.05,0.03937007874015748,0.08838834764831843,0.2408807623406003
testFindDomainBounds,org/jfree/chart/event/RendererChangeEvent:getSeriesVisibilityChanged:()Z,False,True,55,3.0,52.0,0.8008139813263108,0.05454545454545454,0.03571428571428571,0.07150969419341942,0.24064585394486762
testFindDomainBounds,org/jfree/chart/plot/XYPlot:rendererChanged:(Lorg/jfree/chart/event/RendererChangeEvent;)V,False,True,55,3.0,52.0,0.8008139813263108,0.05454545454545454,0.03571428571428571,0.07150969419341942,0.24064585394486762
testReplaceDataset,org/jfree/chart/plot/CategoryPlot:rendererChanged:(Lorg/jfree/chart/event/RendererChangeEvent;)V,False,True,55,3.0,52.0,0.8008139813263108,0.05454545454545454,0.03571428571428571,0.07150969419341942,0.24064585394486762
testFindDomainBounds,org/jfree/chart/JFreeChart:fireChartChanged:()V,False,True,126,6.0,120.0,0.7770034843205575,0.047619047619047616,0.039473684210526314,0.0944911182523068,0.2396468336006096
testFindDomainBounds,org/jfree/chart/title/TextTitle:<init>:(Ljava/lang/String;Ljava/awt/Font;)V,False,True,126,6.0,120.0,0.7770034843205575,0.047619047619047616,0.039473684210526314,0.0944911182523068,0.2396468336006096
testFindDomainBounds,org/jfree/chart/JFreeChart:setBackgroundPaint:(Ljava/awt/Paint;)V,False,True,126,6.0,120.0,0.7770034843205575,0.047619047619047616,0.039473684210526314,0.0944911182523068,0.2396468336006096
testReplaceDataset,org/jfree/chart/plot/XYPlot:getRenderer:()Lorg/jfree/chart/renderer/xy/XYItemRenderer;,False,True,56,3.0,53.0,0.7977581683758644,0.05357142857142857,0.03529411764705882,0.0708683386892301,0.2393730133208955
testSerialization3,org/jfree/chart/axis/Axis:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testSerialization3,org/jfree/chart/axis/Axis:readObject:(Ljava/io/ObjectInputStream;)V,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testDrawWithNullInfo,org/jfree/chart/title/TextTitle:draw:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object;,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testDrawWithNullInfo,org/jfree/chart/title/TextTitle:arrangeRR:(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/ui/Size2D;,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testDrawWithNullInfo,org/jfree/chart/title/TextTitle:arrange:(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/ui/Size2D;,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testSerialization,org/jfree/chart/plot/PlotOrientation:toString:()Ljava/lang/String;,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testDrawWithNullInfo,org/jfree/chart/title/TextTitle:drawHorizontal:(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testSerialization,org/jfree/chart/plot/DefaultDrawingSupplier:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testSerialization,org/jfree/chart/plot/DefaultDrawingSupplier:readObject:(Ljava/io/ObjectInputStream;)V,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testSerialization3,org/jfree/chart/axis/AxisLabelLocation:readResolve:()Ljava/lang/Object;,False,True,35,2.0,33.0,0.8085569253081943,0.05714285714285714,0.03076923076923077,0.05976143046671968,0.23905761092175049
testFindDomainBounds,org/jfree/chart/JFreeChart:plotChanged:(Lorg/jfree/chart/event/PlotChangeEvent;)V,False,True,128,6.0,122.0,0.7741263596389725,0.046875,0.03896103896103896,0.09375,0.23842809965000286
testFindDomainBounds,org/jfree/chart/event/ChartChangeEvent:setChart:(Lorg/jfree/chart/JFreeChart;)V,False,True,128,6.0,122.0,0.7741263596389725,0.046875,0.03896103896103896,0.09375,0.23842809965000286
testEqualsSelf,org/jfree/data/time/Day:<init>:(Ljava/util/Date;)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testSerialization,org/jfree/chart/title/Title:writeObject:(Ljava/io/ObjectOutputStream;)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testAdditionOfDuplicateXValues,org/jfree/data/xy/XIntervalSeries:add:(DDDD)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testAdditionOfDuplicateXValues,org/jfree/data/xy/XIntervalSeries:add:(Lorg/jfree/data/xy/XIntervalDataItem;Z)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testSerialization,org/jfree/chart/annotations/AbstractAnnotation:fireAnnotationChanged:()V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testSerialization,org/jfree/chart/title/Title:readObject:(Ljava/io/ObjectInputStream;)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testGetLegendItems,org/jfree/data/time/Day:getSerialIndex:()J,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testSerialization3,org/jfree/chart/ChartFactory:createPieChart:(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart;,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testSerialization,org/jfree/chart/annotations/AbstractAnnotation:notifyListeners:(Lorg/jfree/chart/event/AnnotationChangeEvent;)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testSerialization,org/jfree/chart/event/AnnotationChangeEvent:<init>:(Ljava/lang/Object;Lorg/jfree/chart/annotations/Annotation;)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testAdditionOfDuplicateXValues,org/jfree/data/xy/XIntervalSeries:<init>:(Ljava/lang/Comparable;)V,False,True,16,1.0,15.0,0.8228782287822879,0.0625,0.02127659574468085,0.044194173824159216,0.237712249587782
testFindDomainBounds,org/jfree/data/xy/IntervalXYDelegate:getIntervalWidth:()D,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testSerialization,org/jfree/chart/axis/NumberTickUnit:equals:(Ljava/lang/Object;)Z,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testSerialization,org/jfree/chart/plot/PlotOrientation:equals:(Ljava/lang/Object;)Z,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testReplaceDataset,org/jfree/data/xy/XYSeries:getMinY:()D,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testFindDomainBounds,org/jfree/data/xy/IntervalXYDelegate:isAutoWidth:()Z,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testBug2201869,org/jfree/data/time/DateRange:<init>:(Ljava/util/Date;Ljava/util/Date;)V,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testFindDomainBounds,org/jfree/data/xy/IntervalXYDelegate:getIntervalPositionFactor:()D,False,True,36,2.0,34.0,0.8038932948810382,0.05555555555555555,0.030303030303030304,0.05892556509887897,0.23716936145962575
testFindDomainBounds,org/jfree/chart/JFreeChart:notifyListeners:(Lorg/jfree/chart/event/ChartChangeEvent;)V,False,True,132,6.0,126.0,0.768435561681599,0.045454545454545456,0.0379746835443038,0.09231861823449955,0.23604585222873692
testFindDomainBounds,org/jfree/chart/plot/DefaultDrawingSupplier:clone:()Ljava/lang/Object;,False,True,159,7.0,152.0,0.7624303995311126,0.0440251572327044,0.03804347826086957,0.09813512696610775,0.23565854049769858
testEquals,org/jfree/chart/axis/DateAxis:<init>:(Ljava/lang/String;)V,False,True,37,2.0,35.0,0.7992831541218638,0.05405405405405406,0.029850746268656716,0.05812381937190964,0.23532794345412106
testReplaceDataset,org/jfree/data/xy/XYSeries:getMaxY:()D,False,True,37,2.0,35.0,0.7992831541218638,0.05405405405405406,0.029850746268656716,0.05812381937190964,0.23532794345412106
testEquals,org/jfree/chart/axis/DateAxis:<init>:(Ljava/lang/String;Ljava/util/TimeZone;)V,False,True,37,2.0,35.0,0.7992831541218638,0.05405405405405406,0.029850746268656716,0.05812381937190964,0.23532794345412106
testReplaceDataset,org/jfree/chart/plot/CategoryPlot:getRangeAxis:()Lorg/jfree/chart/axis/ValueAxis;,False,True,60,3.0,57.0,0.7857646229739254,0.05,0.033707865168539325,0.06846531968814576,0.2344844519576526
testGetPercentComplete,org/jfree/data/gantt/TaskSeriesCollection:getRowIndex:(Ljava/lang/Comparable;)I,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testHashCode,org/jfree/chart/HashUtilities:hashCode:(ILjava/lang/Object;)I,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testAxisIndices,org/jfree/chart/plot/CategoryPlot:setRangeAxis:(ILorg/jfree/chart/axis/ValueAxis;Z)V,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testAxisIndices,org/jfree/chart/plot/CategoryPlot:setRangeAxis:(ILorg/jfree/chart/axis/ValueAxis;)V,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testEquals,org/jfree/chart/renderer/LookupPaintScale:<init>:(DDLjava/awt/Paint;)V,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testPublicCloneable,org/jfree/chart/renderer/category/StackedBarRenderer:<init>:()V,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testDrawWithNullInfo,org/jfree/chart/renderer/category/IntervalBarRenderer:<init>:()V,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testBug2201869,org/jfree/chart/axis/DateTickUnit:addToDate:(Ljava/util/Date;Ljava/util/TimeZone;)Ljava/util/Date;,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testPublicCloneable,org/jfree/chart/renderer/category/StackedBarRenderer:<init>:(Z)V,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testSerialization,org/jfree/chart/title/LegendTitle:equals:(Ljava/lang/Object;)Z,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testSetSeriesToolTipGenerator,org/jfree/data/general/DatasetUtilities:findStackedRangeBounds:(Lorg/jfree/data/category/CategoryDataset;D)Lorg/jfree/data/Range;,False,True,17,1.0,16.0,0.8132749817651349,0.058823529411764705,0.020833333333333332,0.042874646285627205,0.23395162269896505
testFindRangeBounds,org/jfree/chart/renderer/xy/AbstractXYItemRenderer:setBaseToolTipGenerator:(Lorg/jfree/chart/labels/XYToolTipGenerator;)V,False,True,110,5.0,105.0,0.7684355616815989,0.045454545454545456,0.0364963503649635,0.08427498280790525,0.23366536007725325
testEquals,org/jfree/chart/axis/DateAxis:setRange:(Lorg/jfree/data/Range;ZZ)V,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testDrawWithNullInfo,org/jfree/chart/axis/ValueAxis:findMaximumTickLabelHeight:(Ljava/util/List;Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Z)D,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testEquals,org/jfree/chart/axis/TickUnit:compareTo:(Ljava/lang/Object;)I,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testEquals,org/jfree/chart/axis/DateAxis:createStandardDateTickUnits:(Ljava/util/TimeZone;Ljava/util/Locale;)Lorg/jfree/chart/axis/TickUnitSource;,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testEquals,org/jfree/chart/axis/DateAxis:autoAdjustRange:()V,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testEquals,org/jfree/chart/axis/DateTickUnit:<init>:(Lorg/jfree/chart/axis/DateTickUnitType;ILjava/text/DateFormat;)V,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testEquals,org/jfree/chart/axis/DateAxis:<init>:(Ljava/lang/String;Ljava/util/TimeZone;Ljava/util/Locale;)V,False,True,38,2.0,36.0,0.7947255880256592,0.05263157894736842,0.029411764705882353,0.057353933467640436,0.23353071628663757
testEquals,org/jfree/chart/axis/ValueAxis:setAutoRangeMinimumSize:(D)V,False,True,39,2.0,37.0,0.7902197023387668,0.05128205128205128,0.028985507246376812,0.05661385170722978,0.23177527814360618
testEquals,org/jfree/chart/axis/ValueAxis:setAutoRangeMinimumSize:(DZ)V,False,True,39,2.0,37.0,0.7902197023387668,0.05128205128205128,0.028985507246376812,0.05661385170722978,0.23177527814360618
testDrawWithNullInfo,org/jfree/chart/renderer/category/BarRenderer:getLegendItem:(II)Lorg/jfree/chart/LegendItem;,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testGetLegendItems,org/jfree/data/time/TimeSeriesCollection:<init>:(Lorg/jfree/data/time/TimeSeries;Ljava/util/TimeZone;)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testSerialization3,org/jfree/chart/plot/PiePlot:setLabelGenerator:(Lorg/jfree/chart/labels/PieSectionLabelGenerator;)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testPublicCloneable,org/jfree/chart/renderer/category/BarRenderer:setPositiveItemLabelPositionFallback:(Lorg/jfree/chart/labels/ItemLabelPosition;)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testAdditionOfDuplicateXValues,org/jfree/data/xy/XIntervalSeries:<init>:(Ljava/lang/Comparable;ZZ)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
test1,org/jfree/chart/axis/SegmentedTimeline$Segment:inExcludeSegments:()Z,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testSortByKeyDescending,org/jfree/data/DefaultKeyedValues:addValue:(Ljava/lang/Comparable;Ljava/lang/Number;)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testPublicCloneable,org/jfree/chart/renderer/category/BarRenderer:setNegativeItemLabelPositionFallback:(Lorg/jfree/chart/labels/ItemLabelPosition;)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testSerialization,org/jfree/chart/block/FlowArrangement:equals:(Ljava/lang/Object;)Z,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testSerialization3,org/jfree/chart/plot/PiePlot:setToolTipGenerator:(Lorg/jfree/chart/labels/PieToolTipGenerator;)V,False,True,18,1.0,17.0,0.8038932948810382,0.05555555555555555,0.02040816326530612,0.041666666666666664,0.23038092009214164
testReplaceDataset,org/jfree/chart/urls/StandardCategoryURLGenerator:<init>:()V,False,True,40,2.0,38.0,0.7857646229739252,0.05,0.02857142857142857,0.05590169943749474,0.23005943774571216
testDrawWithNullInfo,org/jfree/chart/axis/ValueAxis:getUpperBound:()D,False,True,40,2.0,38.0,0.7857646229739252,0.05,0.02857142857142857,0.05590169943749474,0.23005943774571216
testEquals,org/jfree/chart/axis/DateTickUnitType:toString:()Ljava/lang/String;,False,True,41,2.0,39.0,0.7813594954449894,0.04878048780487805,0.028169014084507043,0.05521576303742327,0.22838119009294944
testEquals,org/jfree/chart/axis/DateTickUnit:getMillisecondCount:(Lorg/jfree/chart/axis/DateTickUnitType;I)J,False,True,41,2.0,39.0,0.7813594954449894,0.04878048780487805,0.028169014084507043,0.05521576303742327,0.22838119009294944
testEquals,org/jfree/chart/axis/DateTickUnit:<init>:(Lorg/jfree/chart/axis/DateTickUnitType;ILorg/jfree/chart/axis/DateTickUnitType;ILjava/text/DateFormat;)V,False,True,41,2.0,39.0,0.7813594954449894,0.04878048780487805,0.028169014084507043,0.05521576303742327,0.22838119009294944
testEquals,org/jfree/chart/axis/TickUnits:add:(Lorg/jfree/chart/axis/TickUnit;)V,False,True,41,2.0,39.0,0.7813594954449894,0.04878048780487805,0.028169014084507043,0.05521576303742327,0.22838119009294944
testCloning,org/jfree/data/general/AbstractDataset:clone:()Ljava/lang/Object;,False,True,41,2.0,39.0,0.7813594954449894,0.04878048780487805,0.028169014084507043,0.05521576303742327,0.22838119009294944
